no 0.9690284888519732
1-6,6-1 0.004672120765862585
8-12,12-8 0.004352875587157054
17-18,18-17 0.002482412517804923
2-11,11-2 0.0019618724665937397
6-7,7-6 0.0019379591509691898
14-17,17-14 0.0018740784935701374
5-7,7-5 0.0017261945577293947
2-14,14-2 0.0017027223212304774
13-14,14-13 0.001691558678909168
4-5,5-4 0.0013816038008354892
14-15,15-14 0.000986719520328839
4-13,13-4 0.000951555723381182
3-7,7-3 0.0008671249153148263
0-11,11-0 0.0008623894766392028
8-16,16-8 0.0006718486677503245
2-10,10-2 0.0006203118935059897
9-14,14-9 0.00030942602584201767
6-14,14-6 0.00029151655725667463
1-2,2-1 0.00020555640882798603
16-17,17-16 0.00018094539247820687
6-13,13-6 0.0001707647924502254
0-3,3-0 0.0001405495385325817
9-16,16-9 9.005327646487389e-05
8-15,15-8 8.302153775525102e-05
12-13,13-12 8.157553823194277e-05
13-16,16-13 7.352152172174796e-05
15-16,16-15 6.566939122488109e-05
9-15,15-9 5.346173562380601e-05
10-18,18-10 3.1018344280915354e-05
8-12,12-8,1-6,6-1 2.0987164625125304e-05
1-6,6-1,17-18,18-17 1.1968823628306468e-05
8-12,12-8,17-18,18-17 1.1150996044303885e-05
2-11,11-2,1-6,6-1 9.45906668028504e-06
1-6,6-1,6-7,7-6 9.343769865180613e-06
1-6,6-1,14-17,17-14 9.035772577789553e-06
8-12,12-8,2-11,11-2 8.81273034095079e-06
8-12,12-8,6-7,7-6 8.70531173666042e-06
8-12,12-8,14-17,17-14 8.418359848988569e-06
1-6,6-1,5-7,7-5 8.322757825872834e-06
2-14,14-2,1-6,6-1 8.209587650971418e-06
1-6,6-1,13-14,14-13 8.155762726614608e-06
8-12,12-8,5-7,7-5 7.754065267911287e-06
8-12,12-8,2-14,14-2 7.648627990878124e-06
8-12,12-8,13-14,14-13 7.598480914003479e-06
1-6,6-1,4-5,5-4 6.661331304846932e-06
8-12,12-8,4-5,5-4 6.206163724768339e-06
2-11,11-2,17-18,18-17 5.025834457332531e-06
6-7,7-6,17-18,18-17 4.964574427589824e-06
17-18,18-17,14-17,17-14 4.800927903883503e-06
1-6,6-1,14-15,15-14 4.757417159604855e-06
1-6,6-1,4-13,13-4 4.587876730385523e-06
8-12,12-8,14-15,15-14 4.43234369352667e-06
5-7,7-5,17-18,18-17 4.422085653385542e-06
2-14,14-2,17-18,18-17 4.361955559816446e-06
13-14,14-13,17-18,18-17 4.333357055477789e-06
8-12,12-8,4-13,13-4 4.274387931600058e-06
3-7,7-3,1-6,6-1 4.180797953875331e-06
1-6,6-1,0-11,11-0 4.1579662810954545e-06
4-6,6-4 4.148200688365677e-06
2-11,11-2,6-7,7-6 3.923546875463042e-06
8-12,12-8,3-7,7-3 3.895124775290395e-06
8-12,12-8,0-11,11-0 3.873853186639765e-06
2-11,11-2,14-17,17-14 3.7942155871253964e-06
6-7,7-6,14-17,17-14 3.7479677925171932e-06
4-5,5-4,17-18,18-17 3.539328935420798e-06
2-11,11-2,5-7,7-5 3.4948132214413994e-06
6-7,7-6,5-7,7-5 3.4522148502239894e-06
2-11,11-2,2-14,14-2 3.447291879142003e-06
2-11,11-2,13-14,14-13 3.424690229397911e-06
2-14,14-2,6-7,7-6 3.405272746828576e-06
6-7,7-6,13-14,14-13 3.382946589193769e-06
5-7,7-5,14-17,17-14 3.3384200088803055e-06
2-14,14-2,14-17,17-14 3.2930252510123225e-06
13-14,14-13,14-17,17-14 3.2714350271696148e-06
8-16,16-8,1-6,6-1 3.2392836208894e-06
2-14,14-2,5-7,7-5 3.0331719222358208e-06
8-16,16-8,8-12,12-8 3.0179439487677593e-06
5-7,7-5,13-14,14-13 3.0132853875867593e-06
2-10,10-2,1-6,6-1 2.9908017280218396e-06
2-14,14-2,13-14,14-13 2.9723117053679934e-06
2-11,11-2,4-5,5-4 2.7971628159370467e-06
8-12,12-8,2-10,10-2 2.786440779325586e-06
6-7,7-6,4-5,5-4 2.7630681240497135e-06
4-5,5-4,14-17,17-14 2.6719895230820976e-06
17-18,18-17,14-15,15-14 2.5277325868186648e-06
5-7,7-5,4-5,5-4 2.461142256783313e-06
4-13,13-4,17-18,18-17 2.4376515925851203e-06
2-14,14-2,4-5,5-4 2.4276764386633178e-06
4-5,5-4,13-14,14-13 2.4117597439121017e-06
3-7,7-3,17-18,18-17 2.221360640106918e-06
0-11,11-0,17-18,18-17 2.2092296115758667e-06
2-11,11-2,14-15,15-14 1.99768931610786e-06
6-7,7-6,14-15,15-14 1.9733394279528873e-06
2-11,11-2,4-13,13-4 1.9264975133423575e-06
14-17,17-14,14-15,15-14 1.9082925357797173e-06
6-7,7-6,4-13,13-4 1.903015383962944e-06
4-13,13-4,14-17,17-14 1.8402865727249632e-06
5-7,7-5,14-15,15-14 1.757708762530705e-06
3-7,7-3,2-11,11-2 1.7555608694941637e-06
2-11,11-2,0-11,11-0 1.7459736108512775e-06
3-7,7-3,6-7,7-6 1.7341622914086002e-06
2-14,14-2,14-15,15-14 1.7338080060455213e-06
0-11,11-0,6-7,7-6 1.7246918921160573e-06
13-14,14-13,14-15,15-14 1.7224405551159256e-06
8-16,16-8,17-18,18-17 1.7211109498646914e-06
5-7,7-5,4-13,13-4 1.6950691646050964e-06
3-7,7-3,14-17,17-14 1.6769993593847614e-06
2-14,14-2,4-13,13-4 1.6720201611567435e-06
0-11,11-0,14-17,17-14 1.6678411314464683e-06
4-13,13-4,13-14,14-13 1.6610578129215464e-06
2-10,10-2,17-18,18-17 1.589086417063813e-06
3-7,7-3,5-7,7-5 1.5446669802879934e-06
0-11,11-0,5-7,7-5 1.5362314300803763e-06
3-7,7-3,2-14,14-2 1.523663097202486e-06
2-14,14-2,0-11,11-0 1.5153422508841756e-06
3-7,7-3,13-14,14-13 1.5136734297016479e-06
0-11,11-0,13-14,14-13 1.5054071377583814e-06
9-14,14-9,1-6,6-1 1.49188158807131e-06
4-5,5-4,14-15,15-14 1.4068269976871064e-06
9-14,14-9,8-12,12-8 1.3899415852205091e-06
8-16,16-8,2-11,11-2 1.3602091353770242e-06
4-13,13-4,4-5,5-4 1.3566917993171936e-06
8-16,16-8,6-7,7-6 1.3436295100835709e-06
8-12,12-8,6-14,14-6 1.3094922594463475e-06
8-16,16-8,14-17,17-14 1.2993396516714472e-06
2-11,11-2,2-10,10-2 1.255868984834285e-06
2-10,10-2,6-7,7-6 1.2405611644082366e-06
3-7,7-3,4-5,5-4 1.236313578579549e-06
0-11,11-0,4-5,5-4 1.2295619710178193e-06
2-10,10-2,14-17,17-14 1.1996687324462428e-06
8-16,16-8,5-7,7-5 1.1968084811028852e-06
8-16,16-8,2-14,14-2 1.1805346656244566e-06
8-16,16-8,13-14,14-13 1.172794667980322e-06
2-10,10-2,5-7,7-5 1.1050026154890735e-06
2-14,14-2,2-10,10-2 1.0899771465426312e-06
2-10,10-2,13-14,14-13 1.082830875626531e-06
1-6,6-1,1-2,2-1 9.910795990932718e-07
4-13,13-4,14-15,15-14 9.68927763984727e-07
8-16,16-8,4-5,5-4 9.57896164693567e-07
8-12,12-8,1-2,2-1 9.233593068363303e-07
3-7,7-3,14-15,15-14 8.82955548106008e-07
0-11,11-0,14-15,15-14 8.781336570756489e-07
1-6,6-1,16-17,17-16 8.724188560092244e-07
3-7,7-3,4-13,13-4 8.514895955554188e-07
0-11,11-0,4-13,13-4 8.468395426144076e-07
1-6,6-1,6-13,13-6 8.233336192521248e-07
9-14,14-9,17-18,18-17 7.926733307860375e-07
3-7,7-3,0-11,11-0 7.717001207932476e-07
8-12,12-8,6-13,13-6 7.670753798819169e-07
8-16,16-8,14-15,15-14 6.841142472101633e-07
8-16,16-8,4-13,13-4 6.597344168913299e-07
2-10,10-2,14-15,15-14 6.3163659382155e-07
8-12,12-8,0-3,3-0 6.313484712812406e-07
9-14,14-9,2-11,11-2 6.264567115732237e-07
2-10,10-2,4-13,13-4 6.091269135403198e-07
9-14,14-9,14-17,17-14 5.984227162076609e-07
8-16,16-8,0-11,11-0 5.979135057715059e-07
6-14,14-6,14-17,17-14 5.637862217256204e-07
3-7,7-3,2-10,10-2 5.550795506150773e-07
2-10,10-2,0-11,11-0 5.52048216691203e-07
9-14,14-9,5-7,7-5 5.512010513345376e-07
9-14,14-9,2-14,14-2 5.43705997328346e-07
1-2,2-1,17-18,18-17 5.26584933528789e-07
2-14,14-2,6-14,14-6 5.122364871204803e-07
17-18,18-17,16-17,17-16 4.6353756622695284e-07
9-16,16-9,1-6,6-1 4.3418721724472763e-07
8-16,16-8,2-10,10-2 4.300758172088612e-07
8-12,12-8,8-15,15-8 3.7293271463175094e-07
8-12,12-8,12-13,13-12 3.6643728534720414e-07
1-2,2-1,5-7,7-5 3.6617123057511167e-07
6-7,7-6,16-17,17-16 3.6187251790119395e-07
0-3,3-0,17-18,18-17 3.6005332953454974e-07
1-6,6-1,13-16,16-13 3.544802163463207e-07
16-17,17-16,14-17,17-14 3.499441682625456e-07
8-12,12-8,13-16,16-13 3.302586463813662e-07
2-14,14-2,16-17,17-16 3.1794705959725075e-07
9-14,14-9,4-13,13-4 3.0384669722341134e-07
2-14,14-2,6-13,13-6 3.0005828221806293e-07
6-13,13-6,13-14,14-13 2.9809099530553315e-07
6-14,14-6,14-15,15-14 2.968386181143129e-07
8-12,12-8,15-16,16-15 2.9498687930723624e-07
1-2,2-1,4-5,5-4 2.9307447509546035e-07
9-14,14-9,3-7,7-3 2.7688661328454445e-07
9-14,14-9,0-11,11-0 2.753745132927757e-07
0-3,3-0,14-17,17-14 2.718195290183623e-07
4-5,5-4,16-17,17-16 2.579850281674728e-07
2-14,14-2,0-3,3-0 2.4696573862507717e-07
8-15,15-8,17-18,18-17 2.126807487519922e-07
1-2,2-1,14-15,15-14 2.0930914152953503e-07
8-16,16-8,6-14,14-6 2.0211481176584522e-07
2-10,10-2,6-14,14-6 1.8661080628751092e-07
4-13,13-4,16-17,17-16 1.7768272637275766e-07
8-15,15-8,14-17,17-14 1.6056171743161677e-07
12-13,13-12,14-17,17-14 1.5776518808338767e-07
1-6,6-1,10-18,18-10 1.4955334348243036e-07
2-11,11-2,13-16,16-13 1.488499572792277e-07
8-15,15-8,5-7,7-5 1.4789175787517197e-07
8-15,15-8,2-14,14-2 1.4588077348089094e-07
8-15,15-8,13-14,14-13 1.4492432817187556e-07
8-12,12-8,10-18,18-10 1.3933439019361406e-07
2-11,11-2,15-16,16-15 1.3295271710195025e-07
2-14,14-2,13-16,16-13 1.2918787999180783e-07
9-16,16-9,4-5,5-4 1.2839452139220308e-07
13-16,16-13,13-14,14-13 1.2834087912355435e-07
8-16,16-8,16-17,17-16 1.254534023205723e-07
3-7,7-3,13-16,16-13 6.57899577052853e-08
8-12,12-8,1-6,6-1,17-18,18-17 5.376395098596758e-08
9-15,15-9,3-7,7-3 4.783966984324436e-08
8-12,12-8,2-11,11-2,1-6,6-1 4.2490123771988635e-08
8-12,12-8,1-6,6-1,14-17,17-14 4.0588686831653634e-08
8-12,12-8,1-6,6-1,13-14,14-13 3.6635682929595726e-08
9-16,16-9,6-14,14-6 2.70910725811837e-08
9-14,14-9,8-15,15-8 2.651008178029383e-08
2-11,11-2,1-6,6-1,14-17,17-14 1.8293614314445627e-08
1-6,6-1,4-13,13-4,14-17,17-14 8.872846578280328e-09
4-6,6-4,14-17,17-14 8.022523369038435e-09
2-11,11-2,6-7,7-6,5-7,7-5 6.9892736295548425e-09
8-16,16-8,8-12,12-8,5-7,7-5 5.376063221904991e-09
2-11,11-2,4-13,13-4,17-18,18-17 4.935212532612826e-09
8-16,16-8,1-6,6-1,16-17,17-16 6.048670940773506e-10
9-14,14-9,8-12,12-8,16-17,17-16 2.5954193148383813e-10
9-15,15-9,5-7,7-5,14-17,17-14 1.84182126706542e-10
