no 0.9150085801484625
0-16,16-0 0.014673365487367874
9-22,22-9 0.008831704422728494
15-16,16-15 0.006569881166412025
16-17,17-16 0.006486456872169099
20-21,21-20 0.005639678994464441
4-6,6-4 0.004807701495276447
5-8,8-5 0.00476334949564204
13-22,22-13 0.004662940355681141
9-21,21-9 0.003231614738347011
6-7,7-6 0.0027610588043162306
8-21,21-8 0.002346106053767068
18-19,19-18 0.0022975480730773983
0-12,12-0 0.001728895619334584
6-19,19-6 0.0016841927686981027
10-19,19-10 0.0016525182217660974
2-14,14-2 0.0014306917990230513
3-22,22-3 0.0014205412970157783
4-7,7-4 0.0013166159964583223
11-12,12-11 0.0011493690535140696
0-3,3-0 0.0011252716531503846
17-18,18-17 0.0007565229519674402
3-14,14-3 0.0005928635900145093
21-22,22-21 0.00042813649613104333
13-15,15-13 0.00030339732559128636
1-16,16-1 0.00022763657404011495
4-5,5-4 0.00019264509112567954
0-16,16-0,9-22,22-9 0.00014162799090919136
3-11,11-3 0.00010875531587986192
19-20,20-19 0.00010866550676985612
0-16,16-0,15-16,16-15 0.00010535668151625078
0-16,16-0,16-17,17-16 0.00010401886328535118
8-10,10-8 9.572232836186681e-05
0-16,16-0,20-21,21-20 9.043966681031686e-05
0-16,16-0,4-6,6-4 7.709781386193142e-05
0-16,16-0,5-8,8-5 7.638657124098714e-05
0-16,16-0,13-22,22-13 7.477637868008301e-05
1-7,7-1 7.317516926195543e-05
9-22,22-9,15-16,16-15 6.341279176287867e-05
2-3,3-2 6.291174864063536e-05
9-22,22-9,16-17,17-16 6.260757668138868e-05
9-22,22-9,20-21,21-20 5.443443810122425e-05
0-16,16-0,9-21,21-9 5.1823190731650385e-05
15-16,16-15,16-17,17-16 4.657360790463098e-05
4-6,6-4,9-22,22-9 4.640415344750333e-05
5-8,8-5,9-22,22-9 4.59760659302644e-05
9-22,22-9,13-22,22-13 4.500691234557218e-05
0-16,16-0,6-7,7-6 4.427720771894125e-05
15-16,16-15,20-21,21-20 4.0493632097230874e-05
16-17,17-16,20-21,21-20 3.997944430699888e-05
0-16,16-0,8-21,21-8 3.762289485139575e-05
0-16,16-0,18-19,19-18 3.684420379488953e-05
4-6,6-4,15-16,16-15 3.4519924941493716e-05
5-8,8-5,15-16,16-15 3.42014717887992e-05
4-6,6-4,16-17,17-16 3.4081591233072064e-05
5-8,8-5,16-17,17-16 3.3767181795756865e-05
13-22,22-13,15-16,16-15 3.348052104377154e-05
13-22,22-13,16-17,17-16 3.3055385677055696e-05
9-21,21-9,9-22,22-9 3.119169240203528e-05
4-6,6-4,20-21,21-20 2.9632392223214516e-05
5-8,8-5,20-21,21-20 2.9359027529016696e-05
13-22,22-13,20-21,21-20 2.8740153203928035e-05
17-19,19-17 2.7725233913827015e-05
0-16,16-0,0-12,12-0 2.7725114127224282e-05
0-16,16-0,6-19,19-6 2.7008245149219883e-05
6-7,7-6,9-22,22-9 2.6649865129719984e-05
0-16,16-0,10-19,19-10 2.650030214861469e-05
4-6,6-4,5-8,8-5 2.5027921037644078e-05
4-6,6-4,13-22,22-13 2.4500344375738777e-05
5-8,8-5,13-22,22-13 2.4274323840590478e-05
9-21,21-9,15-16,16-15 2.3203416085039017e-05
0-16,16-0,2-14,14-2 2.2943023838573097e-05
9-21,21-9,16-17,17-16 2.290877930822552e-05
0-16,16-0,3-22,22-3 2.278024719465483e-05
8-21,21-8,9-22,22-9 2.2644722312749047e-05
9-22,22-9,18-19,19-18 2.2176038475110995e-05
0-16,16-0,4-7,7-4 2.1113668376107934e-05
9-21,21-9,20-21,21-20 1.9918140827816322e-05
6-7,7-6,15-16,16-15 1.9824762992812677e-05
6-7,7-6,16-17,17-16 1.9573028323749867e-05
0-16,16-0,11-12,12-11 1.8431643776876514e-05
0-16,16-0,0-3,3-0 1.8045210282696147e-05
6-7,7-6,20-21,21-20 1.70178571862756e-05
4-6,6-4,9-21,21-9 1.6979774121011482e-05
8-21,21-8,15-16,16-15 1.6845348023456342e-05
5-8,8-5,9-21,21-9 1.6823132337750318e-05
0-12,12-0,9-22,22-9 1.6687379133904635e-05
8-21,21-8,16-17,17-16 1.663144593991214e-05
15-16,16-15,18-19,19-18 1.649669537720433e-05
9-21,21-9,13-22,22-13 1.6468508716068296e-05
16-17,17-16,18-19,19-18 1.6287220481947524e-05
6-19,19-6,9-22,22-9 1.6255905186839874e-05
9-22,22-9,10-19,19-10 1.5950181019551814e-05
4-6,6-4,6-7,7-6 1.450734652116983e-05
8-21,21-8,20-21,21-20 1.4460285200898536e-05
5-8,8-5,6-7,7-6 1.4373513372785852e-05
18-19,19-18,20-21,21-20 1.4160996833936222e-05
6-7,7-6,13-22,22-13 1.4070526552839453e-05
2-14,14-2,9-22,22-9 1.3809102300377485e-05
3-22,22-3,9-22,22-9 1.3711129193441152e-05
4-7,7-4,9-22,22-9 1.2708037466784616e-05
0-12,12-0,15-16,16-15 1.2413696455519103e-05
4-6,6-4,8-21,21-8 1.2327073021482431e-05
0-12,12-0,16-17,17-16 1.225606744526515e-05
5-8,8-5,8-21,21-8 1.2213353328469194e-05
0-16,16-0,17-18,18-17 1.2131840088318708e-05
6-19,19-6,15-16,16-15 1.2092724146785237e-05
4-6,6-4,18-19,19-18 1.207193631409609e-05
5-8,8-5,18-19,19-18 1.1960570307800684e-05
8-21,21-8,13-22,22-13 1.1955901653996823e-05
6-19,19-6,16-17,17-16 1.1939170840132218e-05
10-19,19-10,15-16,16-15 1.1865296761012032e-05
10-19,19-10,16-17,17-16 1.1714631325337055e-05
13-22,22-13,18-19,19-18 1.1708447179076483e-05
9-22,22-9,11-12,12-11 1.1093762368458298e-05
0-3,3-0,9-22,22-9 1.0861173164394565e-05
0-12,12-0,20-21,21-20 1.0656092761885151e-05
6-19,19-6,20-21,21-20 1.0380565588482758e-05
2-14,14-2,15-16,16-15 1.027255406044017e-05
3-22,22-3,15-16,16-15 1.0199672129697629e-05
10-19,19-10,20-21,21-20 1.018533870114294e-05
2-14,14-2,16-17,17-16 1.0142113257804987e-05
3-22,22-3,16-17,17-16 1.0070156781188826e-05
6-7,7-6,9-21,21-9 9.75146956985188e-06
0-16,16-0,3-14,14-3 9.507347066652023e-06
